Transaction_Date,Store_ID,RewardsID,Prod_Num,Sale_Amount,Month,Store_Location,State,Territory_Manager,Region,Region_Director,Product,CategoryID,SubcategoryID,Category,cust_id,date,time,name,email,phone,sms_opt_out
2023-04-01,819,,105747-M,43.3,2023-04,Bar Harbor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,LTCA Year Up Laptop Sleeve (15-inch),130,130-acc,Apparel and Merchandise,,,,,,,
2023-04-01,819,,105511-M,24.33,2023-04,Bar Harbor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,LTCA Year Up Throw Pillow (Navy and Gold Logo),130,130-hom,Apparel and Merchandise,,,,,,,
2023-04-01,820,150.0,105853-A,40.55,2023-04,Kennebunkport,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Double-Sided Adhesive Tape (Roll),115,110-adh,Art Supplies,150.0,2023-06-30,06:35:10,Joanie C.,joanie@arnoldsdrivein.diner,414-555-9805,Y
2023-04-01,821,,105677-A,61.14,2023-04,Lewiston,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Moleskine Art Sketchbook (8.5x11 inches),115,115-ske,Art Supplies,,,,,,,
2023-04-01,822,,105549-S,4.32,2023-04,Orono,Maine,Erbayne Middleton,Northeast,Michael Jarvis,BIC Xtra-Smooth Mechanical Pencils (0,110,110-pen,Stationery and Supplies,,,,,,,
2023-04-01,822,,105657-T,145.97,2023-04,Orono,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Discrete Mathematics,100,100-mat,Textbooks,,,,,,,
2023-04-01,822,,105511-M,24.33,2023-04,Orono,Maine,Erbayne Middleton,Northeast,Michael Jarvis,LTCA Year Up Throw Pillow (Navy and Gold Logo),130,130-hom,Apparel and Merchandise,,,,,,,
2023-04-01,823,,105878-S,13.13,2023-04,South Portland,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Heavy-Duty Hole Punch (3 Hole),110,110-mis,Stationery and Supplies,,,,,,,
2023-04-01,824,,105559-S,10.16,2023-04,Atlantic City,New Jersey,Miami Vue,Northeast,Michael Jarvis,Artist Paintbrush Set (Pack of 10),110,110-art,Stationery and Supplies,,,,,,,
2023-04-01,825,,105297-IT,107.06,2023-04,Bayonne,New Jersey,Miami Vue,Northeast,Michael Jarvis,Beats Studio Buds,120,120-hea,Technology & Accessories,,,,,,,
2023-04-01,825,,105752-T,171.9,2023-04,Bayonne,New Jersey,Miami Vue,Northeast,Michael Jarvis,Art History: The Renaissance to Modernism,100,100-hum,Textbooks,,,,,,,
2023-04-01,826,,105325-IT,1717.7,2023-04,Cape May,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Apple MacBook Pro (M2, 14-inch)",120,120-lap,Technology & Accessories,,,,,,,
2023-04-01,826,,105436-S,4.32,2023-04,Cape May,New Jersey,Miami Vue,Northeast,Michael Jarvis,Rhodia DotPad No,110,110-not,Stationery and Supplies,,,,,,,
2023-04-01,828,,105527-T,228.3,2023-04,East Orange,New Jersey,Miami Vue,Northeast,Michael Jarvis,Leadership and Management Principles,100,100-mis,Textbooks,,,,,,,
2023-04-01,828,,105475-M,29.3,2023-04,East Orange,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Insulated Thermos,130,130-spo,Apparel and Merchandise,,,,,,,
2023-04-01,829,463.0,105782-S,20.36,2023-04,Hackensack,New Jersey,Miami Vue,Northeast,Michael Jarvis,Dry Erase Wall Calendar (Monthly Layout),110,110-pla,Stationery and Supplies,463.0,2023-04-25,13:00:40,Lester Freamon,lester@westbaltimore.net,410-555-2702,N
2023-04-01,829,,105415-A,61.14,2023-04,Hackensack,New Jersey,Miami Vue,Northeast,Michael Jarvis,Strathmore Sketch Pad (9x12 inches),115,115-ske,Art Supplies,,,,,,,
2023-04-01,830,,105558-M,8.0,2023-04,Hoboken,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Trophy Replica (Mini),130,130-mem,Apparel and Merchandise,,,,,,,
2023-04-01,830,502.0,105800-A,24.33,2023-04,Hoboken,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Studio Floor Easel (H-Frame, Wood)",115,115-eas,Art Supplies,502.0,2023-01-12,08:15:30,SpongeBob SquarePants,spongebob@bikinibottom.net,555-555-3101,N
2023-04-01,831,,105404-M,19.48,2023-04,Jersey City,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Desk Organizer (Black),130,130-off,Apparel and Merchandise,,,,,,,
2023-04-01,831,,105477-S,7.85,2023-04,Jersey City,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Staples Standard Staples (5,000 Pack)",110,110-des,Stationery and Supplies,,,,,,,
2023-04-01,832,272.0,105369-T,228.3,2023-04,Montclair,New Jersey,Miami Vue,Northeast,Michael Jarvis,Research Methods in Social Sciences,100,100-mis,Textbooks,272.0,2023-10-16,14:45:40,Tobias Funke,tobias@bluthcompany.biz,949-555-2007,N
2023-04-01,833,,105297-IT,107.06,2023-04,Morristown,New Jersey,Miami Vue,Northeast,Michael Jarvis,Beats Studio Buds,120,120-hea,Technology & Accessories,,,,,,,
2023-04-01,834,,105749-T,217.34,2023-04,New Brunswick,New Jersey,Miami Vue,Northeast,Michael Jarvis,Statistical Inference,100,100-mat,Textbooks,,,,,,,
2023-04-01,835,,105354-T,133.1,2023-04,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,Business Law Today,100,100-bus,Textbooks,,,,,,,
2023-04-01,836,,105734-M,57.12,2023-04,Passaic,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Fleece Jacket (Gray),130,130-clo,Apparel and Merchandise,,,,,,,
2023-04-01,836,,105429-T,71.8,2023-04,Passaic,New Jersey,Miami Vue,Northeast,Michael Jarvis,MCAT Biology and Biochemistry,100,100-exa,Textbooks,,,,,,,
2023-04-01,838,,105377-A,5.0,2023-04,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Fine Mist Spray Bottle for Watercolors,115,115-mis,Art Supplies,,,,,,,
2023-04-01,838,,105376-M,44.5,2023-04,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Fleece Blanket (Gray),130,130-hom,Apparel and Merchandise,,,,,,,
2023-04-01,839,,105423-M,40.55,2023-04,Vineland,New Jersey,Miami Vue,Northeast,Michael Jarvis,"LTCA Year Up Coasters (Set of 4, Cork)",130,130-hom,Apparel and Merchandise,,,,,,,
2023-04-01,839,,105579-B,74.28,2023-04,Vineland,New Jersey,Miami Vue,Northeast,Michael Jarvis,Test Prep Workbook for GED,125,125-stu,Books (General),,,,,,,
2023-04-02,818,,105692-S,10.16,2023-04,Bangor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Pentel Hi-Polymer Block Erasers (Pack of 3),110,110-pen,Stationery and Supplies,,,,,,,
2023-04-02,819,,105269-IT,343.97,2023-04,Bar Harbor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Slack Premium,120,120-sof,Technology & Accessories,,,,,,,
2023-04-02,819,,105703-B,17.7,2023-04,Bar Harbor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,How to Win Friends and Influence People,125,125-non,Books (General),,,,,,,
2023-04-02,820,,105289-IT,119.28,2023-04,Kennebunkport,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Audio-Technica ATH-M50xBT2,120,120-hea,Technology & Accessories,,,,,,,
2023-04-02,820,,105555-M,33.1,2023-04,Kennebunkport,Maine,Erbayne Middleton,Northeast,Michael Jarvis,LTCA Year Up Classic Cotton T-Shirt (Black),130,130-clo,Apparel and Merchandise,,,,,,,
2023-04-02,821,,105592-M,26.52,2023-04,Lewiston,Maine,Erbayne Middleton,Northeast,Michael Jarvis,LTCA Year Up Basketball (Regulation Size),130,130-spo,Apparel and Merchandise,,,,,,,
2023-04-02,821,,105738-S,10.1,2023-04,Lewiston,Maine,Erbayne Middleton,Northeast,Michael Jarvis,"Post-it Super Sticky Notes (Bright Colors, Pack of 15)",110,110-pap,Stationery and Supplies,,,,,,,
2023-04-02,821,,105411-S,20.36,2023-04,Lewiston,Maine,Erbayne Middleton,Northeast,Michael Jarvis,"Ruler (12-inch, Stainless Steel)",110,110-mis,Stationery and Supplies,,,,,,,
2023-04-02,821,,105836-A,57.7,2023-04,Lewiston,Maine,Erbayne Middleton,Northeast,Michael Jarvis,"Sakura Pigma Micron Pens (Set of 8, Black)",115,115-dra,Art Supplies,,,,,,,
2023-04-02,822,,105270-IT,336.48,2023-04,Orono,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Notion Pro,120,120-sof,Technology & Accessories,,,,,,,
2023-04-02,822,,105438-A,28.92,2023-04,Orono,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Black Drawing Paper Pad (8.5x11 inches),115,115-ske,Art Supplies,,,,,,,
2023-04-02,822,,105652-S,10.16,2023-04,Orono,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Desk Drawer Organizer Bins (Set of 6),110,110-org,Stationery and Supplies,,,,,,,
2023-04-02,823,,105754-S,20.36,2023-04,South Portland,Maine,Erbayne Middleton,Northeast,Michael Jarvis,"Avery Index Dividers with Tabs (5-Tab, Multicolor)",110,110-bin,Stationery and Supplies,,,,,,,
2023-04-02,823,,105800-A,24.33,2023-04,South Portland,Maine,Erbayne Middleton,Northeast,Michael Jarvis,"Studio Floor Easel (H-Frame, Wood)",115,115-eas,Art Supplies,,,,,,,
2023-04-02,823,,105432-S,6.02,2023-04,South Portland,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Tesa Masking Tape (2-inch Roll),110,110-adh,Stationery and Supplies,,,,,,,
2023-04-02,824,,105829-T,215.77,2023-04,Atlantic City,New Jersey,Miami Vue,Northeast,Michael Jarvis,Numerical Methods,100,100-mat,Textbooks,,,,,,,
2023-04-02,824,,105434-S,2.88,2023-04,Atlantic City,New Jersey,Miami Vue,Northeast,Michael Jarvis,Pentel Twist-Erase Mechanical Pencils (0,110,110-pen,Stationery and Supplies,,,,,,,
2023-04-02,826,,105397-S,5.24,2023-04,Cape May,New Jersey,Miami Vue,Northeast,Michael Jarvis,Five Star Flex Hybrid NoteBinder,110,110-bin,Stationery and Supplies,,,,,,,
2023-04-02,827,,105258-IT,701.88,2023-04,Clifton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Apple iPad Air (10.9-inch),120,120-tab,Technology & Accessories,,,,,,,
2023-04-02,827,,105481-T,74.5,2023-04,Clifton,New Jersey,Miami Vue,Northeast,Michael Jarvis,SAT Math Essentials,100,100-exa,Textbooks,,,,,,,
2023-04-02,828,,105598-T,206.16,2023-04,East Orange,New Jersey,Miami Vue,Northeast,Michael Jarvis,Introduction to Psychology,100,100-soc,Textbooks,,,,,,,
2023-04-02,829,,105364-S,17.7,2023-04,Hackensack,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Pendaflex Hanging File Folders (Assorted Colors, Pack of 25)",110,110-bin,Stationery and Supplies,,,,,,,
2023-04-02,829,56.0,105588-S,9.45,2023-04,Hackensack,New Jersey,Miami Vue,Northeast,Michael Jarvis,Pilot G2 Retractable Gel Pens (Black),110,110-wri,Stationery and Supplies,56.0,2023-01-15,08:10:25,Leslie Knope,leslie@pawnee.gov,317-555-7001,N
2023-04-02,830,,105441-S,7.85,2023-04,Hoboken,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Bic Cristal Ballpoint Pens (Black, Pack of 10)",110,110-wri,Stationery and Supplies,,,,,,,
2023-04-02,831,,105560-M,8.0,2023-04,Jersey City,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Mechanical Pencil (Pack of 2),130,130-off,Apparel and Merchandise,,,,,,,
2023-04-02,832,,105674-T,193.25,2023-04,Montclair,New Jersey,Miami Vue,Northeast,Michael Jarvis,Fundamentals of Thermodynamics,100,100-eng,Textbooks,,,,,,,
2023-04-02,833,,105725-M,23.44,2023-04,Morristown,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Lanyard (Black),130,130-acc,Apparel and Merchandise,,,,,,,
2023-04-02,834,,105674-T,193.25,2023-04,New Brunswick,New Jersey,Miami Vue,Northeast,Michael Jarvis,Fundamentals of Thermodynamics,100,100-eng,Textbooks,,,,,,,
2023-04-02,834,,105451-S,6.52,2023-04,New Brunswick,New Jersey,Miami Vue,Northeast,Michael Jarvis,Pentel EnerGel Deluxe Retractable Pens (Black),110,110-wri,Stationery and Supplies,,,,,,,
2023-04-02,834,,105550-B,17.7,2023-04,New Brunswick,New Jersey,Miami Vue,Northeast,Michael Jarvis,The Great Gatsby,125,125-fic,Books (General),,,,,,,
2023-04-02,835,,105556-A,39.75,2023-04,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,Aleenes Tacky Glue (4 oz),115,110-adh,Art Supplies,,,,,,,
2023-04-02,835,,105595-S,12.4,2023-04,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Hammermill Copy Plus Paper (Letter Size, 500 Sheets)",110,110-pap,Stationery and Supplies,,,,,,,
2023-04-02,835,151.0,105715-A,39.75,2023-04,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,Mod Podge Matte Finish (8 oz),115,110-adh,Art Supplies,151.0,2023-08-13,10:00:25,Howard C.,howard@arnoldsdrivein.diner,414-555-9806,N
2023-04-02,836,,105746-B,26.52,2023-04,Passaic,New Jersey,Miami Vue,Northeast,Michael Jarvis,Black Holes and Baby Universes,125,125-non,Books (General),,,,,,,
2023-04-02,838,,105291-IT,114.71,2023-04,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Anker Soundcore Life Q30,120,120-hea,Technology & Accessories,,,,,,,
2023-04-02,838,58.0,105660-A,47.61,2023-04,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Melissa & Doug Easel Paper Rolls (2-Pack),115,115-kid,Art Supplies,58.0,2023-06-18,17:00:55,Tom H.,tom@pawnee.gov,317-555-7003,N
2023-04-02,838,285.0,105720-A,4.0,2023-04,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Stretched Canvas (16x20 inches, Pack of 2)",115,115-mis,Art Supplies,285.0,2024-03-15,12:10:30,Pirate Jenny,jenny@keenecounty.police,918-555-2110,N
2023-04-02,838,,105831-B,20.36,2023-04,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,The Power of Habit,125,125-non,Books (General),,,,,,,
2023-04-02,839,,105753-M,63.7,2023-04,Vineland,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Trucker Hat (Black Mesh),130,130-hat,Apparel and Merchandise,,,,,,,
2023-04-02,839,18.0,105665-T,155.0,2023-04,Vineland,New Jersey,Miami Vue,Northeast,Michael Jarvis,Operations Management,100,100-bus,Textbooks,18.0,2023-05-14,10:30:45,Marie S.,marie@lospolloshermanos.biz,505-555-2008,N
2023-04-03,818,,105314-IT,68.88,2023-04,Bangor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Logitech K780 Multi-Device Keyboard,120,120-ext,Technology & Accessories,,,,,,,
2023-04-03,818,,105766-T,111.9,2023-04,Bangor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Introduction to Mechanical Engineering,100,100-eng,Textbooks,,,,,,,
2023-04-03,818,,105425-M,66.0,2023-04,Bangor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,LTCA Year Up Full-Zip Hoodie (Black),130,130-clo,Apparel and Merchandise,,,,,,,
2023-04-03,820,,105352-M,47.61,2023-04,Kennebunkport,Maine,Erbayne Middleton,Northeast,Michael Jarvis,"LTCA Year Up Power Bank (10,000mAh)",130,130-tec,Apparel and Merchandise,,,,,,,
2023-04-03,821,,105527-T,228.3,2023-04,Lewiston,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Leadership and Management Principles,100,100-mis,Textbooks,,,,,,,
2023-04-03,821,,105464-M,13.0,2023-04,Lewiston,Maine,Erbayne Middleton,Northeast,Michael Jarvis,LTCA Year Up Phone Stand (Adjustable),130,130-tec,Apparel and Merchandise,,,,,,,
2023-04-03,822,,105823-M,5.0,2023-04,Orono,Maine,Erbayne Middleton,Northeast,Michael Jarvis,LTCA Year Up Patch (Sew-On),130,130-mem,Apparel and Merchandise,,,,,,,
2023-04-03,823,,105259-IT,698.8,2023-04,South Portland,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Teclast T40 Pro,120,120-tab,Technology & Accessories,,,,,,,
2023-04-03,825,,105666-A,27.61,2023-04,Bayonne,New Jersey,Miami Vue,Northeast,Michael Jarvis,Crayola Glitter Glue (Set of 9),115,115-kid,Art Supplies,,,,,,,
2023-04-03,825,,105429-T,71.8,2023-04,Bayonne,New Jersey,Miami Vue,Northeast,Michael Jarvis,MCAT Biology and Biochemistry,100,100-exa,Textbooks,,,,,,,
2023-04-03,826,,105306-IT,76.36,2023-04,Cape May,New Jersey,Miami Vue,Northeast,Michael Jarvis,Elgato Stream Deck MK,120,120-ext,Technology & Accessories,,,,,,,
2023-04-03,826,,105715-A,39.75,2023-04,Cape May,New Jersey,Miami Vue,Northeast,Michael Jarvis,Mod Podge Matte Finish (8 oz),115,110-adh,Art Supplies,,,,,,,
2023-04-03,827,,105482-T,241.4,2023-04,Clifton,New Jersey,Miami Vue,Northeast,Michael Jarvis,International Relations Today,100,100-soc,Textbooks,,,,,,,
2023-04-03,827,,105670-M,20.36,2023-04,Clifton,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Flat-Brim Hat (Black),130,130-hat,Apparel and Merchandise,,,,,,,
2023-04-03,827,,105504-A,32.64,2023-04,Clifton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Strathmore Toned Tan Sketch Paper Pad (9x12 inches),115,115-ske,Art Supplies,,,,,,,
2023-04-03,828,185.0,105287-IT,126.18,2023-04,East Orange,New Jersey,Miami Vue,Northeast,Michael Jarvis,SteelSeries Arctis 7+,120,120-hea,Technology & Accessories,185.0,2024-01-29,09:15:30,Nipsey,nipsey@wzhup.det,313-555-1110,N
2023-04-03,828,,105532-A,51.96,2023-04,East Orange,New Jersey,Miami Vue,Northeast,Michael Jarvis,Winsor & Newton Oil Paint Set (10 Tubes),115,115-pai,Art Supplies,,,,,,,
2023-04-03,829,,105299-IT,101.96,2023-04,Hackensack,New Jersey,Miami Vue,Northeast,Michael Jarvis,Apple AirPods Pro 2nd Gen,120,120-hea,Technology & Accessories,,,,,,,
2023-04-03,829,,105375-S,6.85,2023-04,Hackensack,New Jersey,Miami Vue,Northeast,Michael Jarvis,Paper Mate Flair Felt Tip Pens (Assorted Colors),110,110-wri,Stationery and Supplies,,,,,,,
2023-04-03,830,,105333-IT,1292.0,2023-04,Hoboken,New Jersey,Miami Vue,Northeast,Michael Jarvis,ASUS VivoBook S15,120,120-lap,Technology & Accessories,,,,,,,
2023-04-03,830,,105878-S,13.13,2023-04,Hoboken,New Jersey,Miami Vue,Northeast,Michael Jarvis,Heavy-Duty Hole Punch (3 Hole),110,110-mis,Stationery and Supplies,,,,,,,
2023-04-03,831,,105690-A,43.3,2023-04,Jersey City,New Jersey,Miami Vue,Northeast,Michael Jarvis,Golden Heavy Body Acrylic Paints (Set of 6),115,115-pai,Art Supplies,,,,,,,
2023-04-03,832,,105619-T,144.0,2023-04,Montclair,New Jersey,Miami Vue,Northeast,Michael Jarvis,Entrepreneurship and Innovation,100,100-bus,Textbooks,,,,,,,
2023-04-03,832,,105691-M,39.75,2023-04,Montclair,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Desk Clock,130,130-hom,Apparel and Merchandise,,,,,,,
2023-04-03,833,,105440-M,57.7,2023-04,Morristown,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Full-Zip Hoodie (Charcoal Gray),130,130-clo,Apparel and Merchandise,,,,,,,
2023-04-03,833,,105816-A,12.0,2023-04,Morristown,New Jersey,Miami Vue,Northeast,Michael Jarvis,Spray Fixative for Drawings (11 oz),115,115-mis,Art Supplies,,,,,,,
2023-04-03,835,,105751-M,26.52,2023-04,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Soccer Ball (Regulation Size),130,130-spo,Apparel and Merchandise,,,,,,,
2023-04-03,836,,105465-A,23.44,2023-04,Passaic,New Jersey,Miami Vue,Northeast,Michael Jarvis,Artify Professional Oil Paint Brush Set (15 Brushes),115,115-pai,Art Supplies,,,,,,,
2023-04-03,836,418.0,105813-A,25.0,2023-04,Passaic,New Jersey,Miami Vue,Northeast,Michael Jarvis,Kneaded Erasers (Set of 3),115,115-mis,Art Supplies,418.0,2024-04-04,14:50:45,Ernie,ernie@sesamestreet.org,212-555-2207,N
2023-04-03,836,,105351-M,44.0,2023-04,Passaic,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Classic Cotton T-Shirt (White),130,130-clo,Apparel and Merchandise,,,,,,,
2023-04-03,838,,105286-IT,126.18,2023-04,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Logitech G PRO X Wireless,120,120-hea,Technology & Accessories,,,,,,,
2023-04-03,838,,105259-IT,698.8,2023-04,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Teclast T40 Pro,120,120-tab,Technology & Accessories,,,,,,,
2023-04-03,838,,105367-M,52.4,2023-04,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Performance Dri-Fit T-Shirt (Blue),130,130-clo,Apparel and Merchandise,,,,,,,
2023-04-03,838,,105358-A,14.0,2023-04,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Play-Doh Modeling Compound (Pack of 10),115,115-kid,Art Supplies,,,,,,,
2023-04-03,839,,105285-IT,136.12,2023-04,Vineland,New Jersey,Miami Vue,Northeast,Michael Jarvis,Bose SoundSport Free,120,120-hea,Technology & Accessories,,,,,,,
2023-04-04,819,394.0,105336-IT,1317.7,2023-04,Bar Harbor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Dell XPS 13,120,120-lap,Technology & Accessories,394.0,2023-06-13,17:00:10,Blanche Devereaux,blanche@goldengirls.house,305-555-2003,N
2023-04-04,819,,105816-A,12.0,2023-04,Bar Harbor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Spray Fixative for Drawings (11 oz),115,115-mis,Art Supplies,,,,,,,
2023-04-04,820,,105354-T,133.1,2023-04,Kennebunkport,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Business Law Today,100,100-bus,Textbooks,,,,,,,
2023-04-04,820,,105628-M,24.28,2023-04,Kennebunkport,Maine,Erbayne Middleton,Northeast,Michael Jarvis,LTCA Year Up Stadium Blanket,130,130-spo,Apparel and Merchandise,,,,,,,
2023-04-04,821,378.0,105561-S,20.36,2023-04,Lewiston,Maine,Erbayne Middleton,Northeast,Michael Jarvis,"Moleskine Classic Hardcover Notebook (Grid, Red)",110,110-not,Stationery and Supplies,378.0,2024-04-02,15:50:45,Donna Moss,donna@westwing.gov,202-555-1807,N
2023-04-04,822,,105729-A,12.15,2023-04,Orono,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Fiskars 12-Inch Paper Trimmer,115,115-cut,Art Supplies,,,,,,,
2023-04-04,822,,105406-M,57.12,2023-04,Orono,Maine,Erbayne Middleton,Northeast,Michael Jarvis,LTCA Year Up Track Jacket (Navy Blue),130,130-clo,Apparel and Merchandise,,,,,,,
2023-04-04,822,,105767-S,12.88,2023-04,Orono,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Page Magnifier Sheet,110,110-mis,Stationery and Supplies,,,,,,,
2023-04-04,825,439.0,105512-B,28.92,2023-04,Bayonne,New Jersey,Miami Vue,Northeast,Michael Jarvis,The Tipping Point,125,125-non,Books (General),439.0,2024-06-06,19:25:15,David Puddy,puddy@vandelayindustries.com,212-555-2408,N
2023-04-04,826,499.0,105624-M,57.12,2023-04,Cape May,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Softshell Jacket (Black),130,130-clo,Apparel and Merchandise,499.0,2024-06-17,19:25:10,Caroline Appleby,caroline@ricardoproductions.tv,212-555-3008,N
2023-04-04,826,376.0,105512-B,28.92,2023-04,Cape May,New Jersey,Miami Vue,Northeast,Michael Jarvis,The Tipping Point,125,125-non,Books (General),376.0,2023-11-03,07:00:55,Toby Ziegler,toby@westwing.gov,202-555-1805,N
2023-04-04,828,,105553-T,134.8,2023-04,East Orange,New Jersey,Miami Vue,Northeast,Michael Jarvis,American History Since 1865,100,100-hum,Textbooks,,,,,,,
2023-04-04,829,251.0,105445-T,178.6,2023-04,Hackensack,New Jersey,Miami Vue,Northeast,Michael Jarvis,Calculus I,100,100-mat,Textbooks,251.0,2023-08-27,12:00:35,Janet,janet@thegoodplace.afterlife,480-555-1806,N
2023-04-04,829,,105712-S,6.02,2023-04,Hackensack,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Duck Brand Duct Tape (Black, 10 Yards)",110,110-adh,Stationery and Supplies,,,,,,,
2023-04-04,830,,105687-S,9.09,2023-04,Hoboken,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Badge Lanyards (Assorted Colors, Set of 5)",110,110-mis,Stationery and Supplies,,,,,,,
2023-04-04,831,,105301-IT,77.81,2023-04,Jersey City,New Jersey,Miami Vue,Northeast,Michael Jarvis,Philips Hue Play HDMI Sync Box,120,120-ext,Technology & Accessories,,,,,,,
2023-04-04,831,,105293-IT,113.43,2023-04,Jersey City,New Jersey,Miami Vue,Northeast,Michael Jarvis,Skullcandy Crusher Evo,120,120-hea,Technology & Accessories,,,,,,,
2023-04-04,832,,105366-T,213.82,2023-04,Montclair,New Jersey,Miami Vue,Northeast,Michael Jarvis,Nutrition for Health and Fitness,100,100-hea,Textbooks,,,,,,,
2023-04-04,833,,105712-S,6.02,2023-04,Morristown,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Duck Brand Duct Tape (Black, 10 Yards)",110,110-adh,Stationery and Supplies,,,,,,,
2023-04-04,834,,105314-IT,68.88,2023-04,New Brunswick,New Jersey,Miami Vue,Northeast,Michael Jarvis,Logitech K780 Multi-Device Keyboard,120,120-ext,Technology & Accessories,,,,,,,
2023-04-04,835,,105318-IT,30.62,2023-04,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,Aukey Omnia 65W Fast Charger,120,120-cha,Technology & Accessories,,,,,,,
2023-04-04,835,,105250-IT,837.28,2023-04,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,Realme Pad,120,120-tab,Technology & Accessories,,,,,,,
2023-04-04,835,,105481-T,74.5,2023-04,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,SAT Math Essentials,100,100-exa,Textbooks,,,,,,,
2023-04-04,835,,105552-S,7.85,2023-04,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Washi Tape (Assorted Patterns, Set of 10 Rolls)",110,110-adh,Stationery and Supplies,,,,,,,
2023-04-04,836,,105278-IT,272.24,2023-04,Passaic,New Jersey,Miami Vue,Northeast,Michael Jarvis,Tableau Desktop,120,120-sof,Technology & Accessories,,,,,,,
2023-04-04,836,,105751-M,26.52,2023-04,Passaic,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Soccer Ball (Regulation Size),130,130-spo,Apparel and Merchandise,,,,,,,
2023-04-04,838,,105300-IT,77.81,2023-04,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,AVerMedia Live Streamer CAM 513,120,120-ext,Technology & Accessories,,,,,,,
2023-04-04,838,,105543-S,2.88,2023-04,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Push Pins (Clear, Pack of 200)",110,110-org,Stationery and Supplies,,,,,,,
2023-04-04,839,,105293-IT,113.43,2023-04,Vineland,New Jersey,Miami Vue,Northeast,Michael Jarvis,Skullcandy Crusher Evo,120,120-hea,Technology & Accessories,,,,,,,
