State,RewardsID,name,email,Total_Customer_Revenue,Customer_Rank
Maine,347.0,Lexi Howard,lexi@easthighland.high,57.7,373.0
Maine,387.0,Pete Hornberger,pete@tgs.nbc,57.7,373.0
Maine,41.0,Michael Scott,mscott@dundermifflin.com,57.61,374.0
Maine,133.0,Alexis D.,alexis@generalhospital.med,57.33,375.0
Maine,119.0,King Friday,kingfriday@neighborhood.org,57.12,376.0
Maine,305.0,Rupert Giles,giles@sunnydale.high,57.12,376.0
Maine,458.0,Kim Wexler,kim@lospolloshermanos.biz,56.669999999999995,377.0
Maine,100.0,Kevin T.,kevin@lawndale.high,53.849999999999994,378.0
Maine,175.0,Sierra,sierra@paperboi.atl,53.76,379.0
Maine,306.0,Cordelia Chase,cordy@sunnydale.high,52.96,380.0
Maine,286.0,Jean-Luc Picard,picard@enterprise.starfleet,52.9,381.0
Maine,166.0,Earnest Marks,earn@paperboi.atl,52.85,382.0
Maine,276.0,Angela Abar,sisternight@keenecounty.police,51.839999999999996,383.0
Maine,277.0,Laurie Blake,laurie@keenecounty.police,51.61,384.0
Maine,48.0,Andy B.,andy@dundermifflin.com,50.96,385.0
Maine,447.0,Stanford Blatch,stanford@manhattan.nyc,50.96,385.0
Maine,516.0,Dr. Doofenshmirtz,doof@danvillekids.com,50.96,385.0
Maine,254.0,Mindy St. Claire,mindy@thegoodplace.afterlife,50.51,386.0
Maine,370.0,Eugene O.,eugene@nevermore.academy,48.56,387.0
Maine,317.0,Inara Serra,inara@serenity.ship,48.08,388.0
Maine,253.0,Vicky,vicky@thegoodplace.afterlife,47.519999999999996,389.0
Maine,156.0,Lt. Columbo,columbo@lapd.gov,45.79,390.0
Maine,216.0,Meredith Grey,meredith@seattlegrace.med,45.36,391.0
Maine,5.0,Joey,howyoudoing@centralperk.coffee,44.0,392.0
Maine,10.0,Emily,emily@centralperk.coffee,42.3,393.0
Maine,440.0,Jackie Chiles,jackie@vandelayindustries.com,42.15,394.0
Maine,420.0,Abby Cadabby,abby@sesamestreet.org,41.93,395.0
Maine,263.0,Herb Kazzaz,herb@hollywoo.net,39.75,396.0
Maine,376.0,Toby Ziegler,toby@westwing.gov,39.75,396.0
Maine,51.0,Eleven,eleven@hawkins.ind,37.3,397.0
Maine,484.0,Roger Sterling,roger@sterlingcooper.com,37.18,398.0
Maine,153.0,Chachi A.,chachi@arnoldsdrivein.diner,36.57,399.0
Maine,231.0,Maria LaGuerta,maria@miamimetro.gov,34.84,400.0
Maine,69.0,Troy Barnes,troy@greendale.edu,34.25,401.0
Maine,229.0,Angel Batista,angel@miamimetro.gov,33.25,402.0
Maine,140.0,Phyllis S.,phyllis@genoa.city,33.1,403.0
Maine,210.0,Hilary B.,hilary@banksresidence.la,32.53,404.0
Maine,124.0,Chef Brockett,chef@neighborhood.org,32.17,405.0
Maine,417.0,Bert,bert@sesamestreet.org,31.509999999999998,406.0
Maine,179.0,Thomas M.,tommy@wzhup.det,30.83,407.0
Maine,104.0,Helen M.,helen@lawndale.high,30.4,408.0
Maine,11.0,Walter White,heisenberg@lospolloshermanos.biz,30.22,409.0
Maine,121.0,X the Owl,xowl@neighborhood.org,29.3,410.0
Maine,139.0,Ashley A.,ashley@genoa.city,28.0,411.0
Maine,459.0,Jimmy McGill,jimmy@lospolloshermanos.biz,28.0,411.0
Maine,211.0,Ashley B.,ashley@banksresidence.la,27.93,412.0
Maine,295.0,Guinan,guinan@enterprise.starfleet,27.479999999999997,413.0
Maine,413.0,Elmo,elmo@sesamestreet.org,26.52,414.0
Maine,146.0,Richie C.,richie@arnoldsdrivein.diner,26.4,415.0
Maine,205.0,Swedish Chef,chef@muppetstudios.com,26.38,416.0
Maine,363.0,Morticia Addams,morticia@nevermore.academy,26.0,417.0
Maine,87.0,Grace Adler,grace@willandgrace.nyc,23.44,418.0
Maine,361.0,Lucy Moran,lucy@twinpeaks.wa,23.44,418.0
Maine,27.0,J. Lannister,kingslayer@westeros.kingdom,23.24,419.0
Maine,338.0,Claire Littleton,claire@dharma.initiative,23.0,420.0
Maine,259.0,Todd Chavez,todd@hollywoo.net,21.75,421.0
Maine,88.0,Jack McFarland,jack@willandgrace.nyc,20.36,422.0
Maine,244.0,Sophia Burset,sophia@litchfield.pen,20.36,422.0
Maine,257.0,Diane Nguyen,diane@hollywoo.net,20.36,422.0
Maine,364.0,Gomez Addams,gomez@nevermore.academy,20.36,422.0
Maine,160.0,Captain Sampson,sampson@lapd.gov,19.48,423.0
Maine,340.0,Jin Kwon,jin@dharma.initiative,19.48,423.0
Maine,333.0,Kate Austen,kate@dharma.initiative,19.36,424.0
Maine,435.0,Kramer,kramer@vandelayindustries.com,19.36,424.0
Maine,177.0,Gina Waters,gina@wzhup.det,18.0,425.0
Maine,308.0,Spike,spike@sunnydale.high,17.81,426.0
Maine,52.0,Mike W.,mike@hawkins.ind,17.7,427.0
Maine,113.0,Mort,mort@bobsburgers.rest,16.6,428.0
Maine,172.0,Bibby,bibby@paperboi.atl,15.19,429.0
Maine,193.0,David Rosen,david@oliviapopeandassociates.com,15.0,430.0
Maine,234.0,Harry Morgan,harry@miamimetro.gov,14.6,431.0
Maine,348.0,Kat Hernandez,kat@easthighland.high,14.6,431.0
Maine,505.0,Mr. Krabs,krabs@bikinibottom.net,14.6,431.0
Maine,383.0,Jack Donaghy,jack@tgs.nbc,14.52,432.0
Maine,223.0,Callie Torres,callie@seattlegrace.med,14.32,433.0
Maine,313.0,Zoe Washburne,zoe@serenity.ship,14.32,433.0
Maine,400.0,K. McClanahan,katherine@goldengirls.house,14.0,434.0
Maine,482.0,Don Draper,don@sterlingcooper.com,13.13,435.0
Maine,130.0,Carly C.,carly@generalhospital.med,12.7,436.0
Maine,334.0,James Ford,sawyer@dharma.initiative,12.4,437.0
Maine,389.0,Cerie,cerie@tgs.nbc,12.4,437.0
Maine,425.0,Cliff Clavin,cliff@cheers.bar,12.4,437.0
Maine,218.0,Cristina Yang,cristina@seattlegrace.med,12.15,438.0
Maine,489.0,Bert Cooper,bert@sterlingcooper.com,12.15,438.0
Maine,43.0,Pam Beesly,pam@dundermifflin.com,12.12,439.0
Maine,145.0,Adam Newman,adam@genoa.city,12.12,439.0
Maine,262.0,Hollyhock,hollyhock@hollywoo.net,12.0,440.0
Maine,434.0,Elaine Benes,elaine@vandelayindustries.com,12.0,440.0
Maine,134.0,Maxie Jones,maxie@generalhospital.med,11.32,441.0
Maine,20.0,Lydia R.,lydia@lospolloshermanos.biz,9.95,442.0
Maine,80.0,David Estes,estes@cia.gov,9.09,443.0
Maine,261.0,Sarah Lynn,sarah@hollywoo.net,9.09,443.0
Maine,514.0,Candace Flynn,candace@danvillekids.com,8.36,444.0
Maine,461.0,Lydia Rodarte-Quayle,lydia@lospolloshermanos.biz,7.85,445.0
Maine,367.0,Enid Sinclair,enid@nevermore.academy,7.0,446.0
Maine,14.0,Saul Goodman,bettercallsaul@lospolloshermanos.biz,6.52,447.0
Maine,455.0,Gus Fring,gus@lospolloshermanos.biz,6.52,447.0
Maine,230.0,Vince Masuka,vince@miamimetro.gov,6.0,448.0
Maine,355.0,Donna Hayward,donna@twinpeaks.wa,6.0,448.0
Maine,521.0,Linda Flynn-Fletcher,linda@danvillekids.com,6.0,448.0
Maine,496.0,Little Ricky,littlericky@ricardoproductions.tv,2.88,449.0
Maine,74.0,Ben Chang,chang@greendale.edu,2.4,450.0
Maine,360.0,Leland Palmer,leland@twinpeaks.wa,2.4,450.0
New Jersey,341.0,Ben Linus,ben@dharma.initiative,4810.66,1.0
New Jersey,458.0,Kim Wexler,kim@lospolloshermanos.biz,4215.58,2.0
New Jersey,240.0,Nicky Nichols,nicky@litchfield.pen,4164.21,3.0
New Jersey,33.0,Bart,elbarto@springfield.power,3862.61,4.0
New Jersey,161.0,Lieutenant Duffy,duffy@lapd.gov,3859.16,5.0
New Jersey,396.0,Stan Z.,stan@goldengirls.house,3818.64,6.0
New Jersey,147.0,Arthur Fonzarelli,fonzie@arnoldsdrivein.diner,3610.0299999999997,7.0
New Jersey,173.0,Lucas,lucas@paperboi.atl,3484.8900000000003,8.0
New Jersey,104.0,Helen M.,helen@lawndale.high,3469.23,9.0
New Jersey,111.0,Teddy,teddy@bobsburgers.rest,3452.4300000000003,10.0
New Jersey,250.0,Michael,michael@thegoodplace.afterlife,3446.38,11.0
New Jersey,37.0,Mr. Burns,monty@springfield.power,3393.01,12.0
New Jersey,403.0,Kendall Roy,kendall@waystarroyco.com,3387.17,13.0
New Jersey,31.0,Homer S.,donuts@springfield.power,3195.3599999999997,14.0
New Jersey,489.0,Bert Cooper,bert@sterlingcooper.com,3183.61,15.0
New Jersey,284.0,Red Scare,redscare@keenecounty.police,3176.97,16.0
New Jersey,306.0,Cordelia Chase,cordy@sunnydale.high,3128.8,17.0
New Jersey,245.0,Gloria Mendoza,gloria@litchfield.pen,3032.0699999999997,18.0
New Jersey,76.0,Carrie Mathison,carrie@cia.gov,3007.92,19.0
New Jersey,124.0,Chef Brockett,chef@neighborhood.org,2975.43,20.0
New Jersey,307.0,Angel,angel@sunnydale.high,2957.89,21.0
New Jersey,180.0,Cole Brown,cole@wzhup.det,2924.92,22.0
New Jersey,16.0,Gus Fring,gus@lospolloshermanos.biz,2910.0,23.0
New Jersey,438.0,Estelle C.,estelle@vandelayindustries.com,2903.68,24.0
New Jersey,328.0,Monica Reyes,reyes@fbi.gov,2865.9999999999995,25.0
New Jersey,159.0,Mrs. Columbo,mrscolumbo@lapd.gov,2845.49,26.0
New Jersey,323.0,Dana Scully,scully@fbi.gov,2836.0800000000004,27.0
New Jersey,83.0,Max Piotrowski,max@cia.gov,2823.9500000000003,28.0
New Jersey,59.0,April L.,april@pawnee.gov,2822.98,29.0
New Jersey,453.0,Jesse Pinkman,jesse@lospolloshermanos.biz,2821.63,30.0
New Jersey,368.0,Xavier Thorpe,xavier@nevermore.academy,2796.94,31.0
New Jersey,263.0,Herb Kazzaz,herb@hollywoo.net,2760.4,32.0
New Jersey,194.0,Jake Ballard,jake@oliviapopeandassociates.com,2743.26,33.0
New Jersey,476.0,Silvio Dante,silvio@northjersey.net,2731.4300000000003,34.0
New Jersey,145.0,Adam Newman,adam@genoa.city,2728.72,35.0
New Jersey,314.0,Hoban Washburne,wash@serenity.ship,2713.31,36.0
New Jersey,223.0,Callie Torres,callie@seattlegrace.med,2709.26,37.0
New Jersey,96.0,Daria M.,daria@lawndale.high,2703.44,38.0
New Jersey,397.0,Miles Webber,miles@goldengirls.house,2694.54,39.0
New Jersey,175.0,Sierra,sierra@paperboi.atl,2647.9700000000003,40.0
New Jersey,219.0,Alex Karev,alex@seattlegrace.med,2635.42,41.0
New Jersey,189.0,Abby Whelan,abby@oliviapopeandassociates.com,2575.94,42.0
New Jersey,374.0,Josh Lyman,josh@westwing.gov,2574.18,43.0
New Jersey,165.0,Ken Franklin,franklin@lapd.gov,2526.66,44.0
New Jersey,123.0,Lady Elaine,ladyelaine@neighborhood.org,2506.83,45.0
New Jersey,32.0,Marge,marge@springfield.power,2481.6,46.0
New Jersey,114.0,Regular Sized Rudy,rudy@bobsburgers.rest,2462.35,47.0
New Jersey,25.0,Sansa S.,queenofthenorth@westeros.kingdom,2446.6,48.0
New Jersey,63.0,Terry J.,terry@nypd99.com,2437.9700000000003,49.0
New Jersey,143.0,Billy Abbott,billy@genoa.city,2406.8,50.0
New Jersey,278.0,Wade Tillman,lookingglass@keenecounty.police,2400.8199999999997,51.0
New Jersey,26.0,Cersei L.,queenregent@westeros.kingdom,2395.41,52.0
New Jersey,430.0,Rebecca Howe,rebecca@cheers.bar,2375.4900000000002,53.0
New Jersey,18.0,Marie S.,marie@lospolloshermanos.biz,2370.98,54.0
New Jersey,71.0,Shirley B.,shirley@greendale.edu,2358.76,55.0
New Jersey,398.0,Big Daddy,bigdaddy@goldengirls.house,2354.81,56.0
New Jersey,116.0,Fred Rogers,misterrogers@neighborhood.org,2344.2200000000003,57.0
New Jersey,426.0,Carla T.,carla@cheers.bar,2329.3100000000004,58.0
New Jersey,98.0,Quinn M.,quinn@lawndale.high,2327.5499999999997,59.0
New Jersey,451.0,Smith Jerrod,smith@manhattan.nyc,2317.48,60.0
New Jersey,285.0,Pirate Jenny,jenny@keenecounty.police,2312.6099999999997,61.0
New Jersey,217.0,Derek Shepherd,mcdreamy@seattlegrace.med,2285.4700000000003,62.0
New Jersey,365.0,Pugsley A.,pugsley@nevermore.academy,2284.35,63.0
New Jersey,369.0,Bianca B.,bianca@nevermore.academy,2268.64,64.0
New Jersey,320.0,Shepherd Book,book@serenity.ship,2256.81,65.0
New Jersey,412.0,Big Bird,bigbird@sesamestreet.org,2240.56,66.0
New Jersey,420.0,Abby Cadabby,abby@sesamestreet.org,2219.84,67.0
New Jersey,471.0,Cedric Daniels,daniels@westbaltimore.net,2212.27,68.0
New Jersey,75.0,Magnitude,pop@greendale.edu,2211.11,69.0
New Jersey,170.0,Tracy,tracy@paperboi.atl,2160.54,70.0
New Jersey,126.0,Luke Spencer,luke@generalhospital.med,2147.58,71.0
New Jersey,84.0,Fara S.,fara@cia.gov,2143.83,72.0
New Jersey,418.0,Ernie,ernie@sesamestreet.org,2122.12,73.0
New Jersey,24.0,Arya Stark,noface@westeros.kingdom,2108.74,74.0
New Jersey,51.0,Eleven,eleven@hawkins.ind,2100.9300000000003,75.0
New Jersey,455.0,Gus Fring,gus@lospolloshermanos.biz,2095.07,76.0
New Jersey,401.0,Angela Petrillo,angela@goldengirls.house,2088.9900000000002,77.0
New Jersey,461.0,Lydia Rodarte-Quayle,lydia@lospolloshermanos.biz,2082.0,78.0
New Jersey,166.0,Earnest Marks,earn@paperboi.atl,2066.12,79.0
New Jersey,490.0,Ken Cosgrove,ken@sterlingcooper.com,2062.54,80.0
New Jersey,343.0,Jules Vaughn,jules@easthighland.high,2056.44,81.0
New Jersey,230.0,Vince Masuka,vince@miamimetro.gov,2054.27,82.0
New Jersey,88.0,Jack McFarland,jack@willandgrace.nyc,2041.5499999999997,83.0
New Jersey,391.0,Grizz,grizz@tgs.nbc,2029.75,84.0
New Jersey,510.0,Karen,karen@bikinibottom.net,2016.17,85.0
New Jersey,500.0,Jerry,jerry@ricardoproductions.tv,2014.15,86.0
New Jersey,235.0,Lumen Pierce,lumen@miamimetro.gov,1999.28,87.0
New Jersey,92.0,Elliot,elliot@willandgrace.nyc,1993.7800000000002,88.0
New Jersey,82.0,Dana B.,dana@cia.gov,1987.66,89.0
New Jersey,488.0,Sally Draper,sally@sterlingcooper.com,1986.45,90.0
New Jersey,281.0,Will Reeves,hoodedjustice@keenecounty.police,1962.54,91.0
New Jersey,375.0,C.J. Cregg,cj@westwing.gov,1941.26,92.0
New Jersey,95.0,Leo Markus,leo@willandgrace.nyc,1940.0,93.0
New Jersey,196.0,Kermit,kermit@muppetstudios.com,1922.82,94.0
New Jersey,466.0,Stringer Bell,stringer@westbaltimore.net,1913.74,95.0
New Jersey,460.0,Hank Schrader,hank@lospolloshermanos.biz,1910.22,96.0
New Jersey,158.0,Dog,dog@lapd.gov,1903.53,97.0
New Jersey,407.0,Tom Wambsgans,tom@waystarroyco.com,1887.7400000000002,98.0
New Jersey,439.0,David Puddy,puddy@vandelayindustries.com,1884.01,99.0
New Jersey,409.0,Gerri Kellman,gerri@waystarroyco.com,1870.1200000000001,100.0
New Jersey,468.0,Omar Little,omar@westbaltimore.net,1856.41,101.0
New Jersey,431.0,Coach,coach@cheers.bar,1846.7600000000002,102.0
New Jersey,443.0,Miranda Hobbes,miranda@manhattan.nyc,1846.03,103.0
New Jersey,216.0,Meredith Grey,meredith@seattlegrace.med,1846.0099999999998,104.0
New Jersey,486.0,Pete Campbell,pete@sterlingcooper.com,1831.3700000000001,105.0
New Jersey,74.0,Ben Chang,chang@greendale.edu,1826.82,106.0
New Jersey,386.0,Kenneth Parcell,kenneth@tgs.nbc,1823.23,107.0
New Jersey,56.0,Leslie Knope,leslie@pawnee.gov,1822.2600000000002,108.0
New Jersey,238.0,Suzanne Warren,crazyeyes@litchfield.pen,1815.69,109.0
New Jersey,127.0,Laura Spencer,laura@generalhospital.med,1802.72,110.0
New Jersey,491.0,Harry Crane,harry@sterlingcooper.com,1801.3199999999997,111.0
New Jersey,52.0,Mike W.,mike@hawkins.ind,1800.99,112.0
New Jersey,413.0,Elmo,elmo@sesamestreet.org,1792.45,113.0
New Jersey,350.0,Elliot,elliot@easthighland.high,1785.47,114.0
New Jersey,499.0,Caroline Appleby,caroline@ricardoproductions.tv,1783.8700000000001,115.0
New Jersey,463.0,Lester Freamon,lester@westbaltimore.net,1759.18,116.0
New Jersey,65.0,Charles B.,charles@nypd99.com,1758.81,117.0
New Jersey,514.0,Candace Flynn,candace@danvillekids.com,1757.8799999999997,118.0
New Jersey,423.0,Diane Chambers,diane@cheers.bar,1740.54,119.0
New Jersey,493.0,Ricky Ricardo,ricky@ricardoproductions.tv,1710.14,120.0
New Jersey,125.0,Handyman Negri,negri@neighborhood.org,1704.81,121.0
New Jersey,377.0,Sam Seaborn,sam@westwing.gov,1702.9699999999998,122.0
New Jersey,41.0,Michael Scott,mscott@dundermifflin.com,1690.55,123.0
New Jersey,392.0,Dorothy Zbornak,dorothy@goldengirls.house,1673.56,124.0
New Jersey,190.0,Huck,huck@oliviapopeandassociates.com,1671.46,125.0
New Jersey,29.0,Samwell T.,maester@westeros.kingdom,1660.3500000000001,126.0
New Jersey,361.0,Lucy Moran,lucy@twinpeaks.wa,1646.99,127.0
New Jersey,34.0,Lisa S.,saxgirl@springfield.power,1646.6200000000001,128.0
New Jersey,185.0,Nipsey,nipsey@wzhup.det,1646.25,129.0
New Jersey,212.0,Geoffrey,geoffrey@banksresidence.la,1636.94,130.0
New Jersey,137.0,Nikki N.,nikki@genoa.city,1635.83,131.0
New Jersey,456.0,Mike Ehrmantraut,mike@lospolloshermanos.biz,1635.78,132.0
New Jersey,517.0,Perry the Platypus,agentp@danvillekids.com,1631.97,133.0
New Jersey,199.0,Gonzo,gonzo@muppetstudios.com,1609.3999999999999,134.0
New Jersey,101.0,Brittany T.,brittany@lawndale.high,1608.88,135.0
New Jersey,142.0,Nick Newman,nick@genoa.city,1608.8300000000002,136.0
New Jersey,327.0,John Doggett,doggett@fbi.gov,1607.76,137.0
New Jersey,378.0,Donna Moss,donna@westwing.gov,1594.47,138.0
New Jersey,312.0,Malcolm Reynolds,mal@serenity.ship,1568.23,139.0
New Jersey,121.0,X the Owl,xowl@neighborhood.org,1560.6399999999999,140.0
New Jersey,427.0,Frasier Crane,frasier@cheers.bar,1551.69,141.0
New Jersey,47.0,Stanley H.,stanley@dundermifflin.com,1546.58,142.0
New Jersey,359.0,Log Lady,loglady@twinpeaks.wa,1537.0100000000002,143.0
New Jersey,118.0,Lady Aberlin,ladyaberlin@neighborhood.org,1535.93,144.0
New Jersey,14.0,Saul Goodman,bettercallsaul@lospolloshermanos.biz,1531.01,145.0
New Jersey,209.0,Vivian Banks,auntviv@banksresidence.la,1512.19,146.0
New Jersey,380.0,Abbey Bartlet,abbey@westwing.gov,1507.46,147.0
New Jersey,388.0,Frank Rossitano,frank@tgs.nbc,1493.14,148.0
New Jersey,156.0,Lt. Columbo,columbo@lapd.gov,1482.58,149.0
New Jersey,326.0,Alex Krycek,krycek@fbi.gov,1477.14,150.0
New Jersey,424.0,Norm Peterson,norm@cheers.bar,1450.44,151.0
New Jersey,404.0,Roman Roy,romulus@waystarroyco.com,1444.3400000000001,152.0
New Jersey,94.0,Vince D'Angelo,vince@willandgrace.nyc,1441.54,153.0
New Jersey,506.0,Sandy Cheeks,sandy@bikinibottom.net,1436.3500000000001,154.0
New Jersey,299.0,Jadzia Dax,dax@ds9.starfleet,1434.3400000000001,155.0
New Jersey,43.0,Pam Beesly,pam@dundermifflin.com,1427.66,156.0
New Jersey,119.0,King Friday,kingfriday@neighborhood.org,1412.75,157.0
New Jersey,133.0,Alexis D.,alexis@generalhospital.med,1406.46,158.0
New Jersey,178.0,Pamela James,pam@wzhup.det,1403.28,159.0
New Jersey,55.0,Will B.,will@hawkins.ind,1394.84,160.0
New Jersey,167.0,Alfred Miles,paperboi@paperboi.atl,1389.88,161.0
New Jersey,262.0,Hollyhock,hollyhock@hollywoo.net,1383.3,162.0
New Jersey,249.0,Jason Mendoza,jason@thegoodplace.afterlife,1377.71,163.0
New Jersey,339.0,Sun Kwon,sun@dharma.initiative,1375.67,164.0
New Jersey,309.0,Anya Jenkins,anya@sunnydale.high,1369.76,165.0
New Jersey,163.0,Commissioner Halperin,halperin@lapd.gov,1366.54,166.0
New Jersey,117.0,Mr. McFeely,speedydelivery@neighborhood.org,1365.2,167.0
New Jersey,251.0,Janet,janet@thegoodplace.afterlife,1359.7,168.0
New Jersey,261.0,Sarah Lynn,sarah@hollywoo.net,1359.5800000000002,169.0
New Jersey,440.0,Jackie Chiles,jackie@vandelayindustries.com,1357.55,170.0
New Jersey,464.0,Kima Greggs,kima@westbaltimore.net,1345.48,171.0
New Jersey,508.0,Gary,meow@bikinibottom.net,1341.7,172.0
New Jersey,10.0,Emily,emily@centralperk.coffee,1336.58,173.0
New Jersey,198.0,Fozzie Bear,fozzie@muppetstudios.com,1333.3600000000001,174.0
New Jersey,286.0,Jean-Luc Picard,picard@enterprise.starfleet,1312.96,175.0
New Jersey,72.0,Pierce H.,pierce@greendale.edu,1309.8200000000002,176.0
New Jersey,288.0,Data,data@enterprise.starfleet,1279.96,177.0
New Jersey,12.0,Jesse Pinkman,jesse@lospolloshermanos.biz,1275.52,178.0
New Jersey,151.0,Howard C.,howard@arnoldsdrivein.diner,1272.6,179.0
New Jersey,437.0,Frank Costanza,serenitynow@vandelayindustries.com,1268.79,180.0
New Jersey,293.0,Wesley Crusher,wesley@enterprise.starfleet,1265.6,181.0
New Jersey,68.0,Abed Nadir,abed@greendale.edu,1263.85,182.0
New Jersey,446.0,Mr. Big,mrbig@manhattan.nyc,1236.21,183.0
New Jersey,501.0,Betty Ramsey,betty@ricardoproductions.tv,1212.45,184.0
New Jersey,197.0,Miss Piggy,misspiggy@muppetstudios.com,1209.01,185.0
New Jersey,267.0,Gob Bluth,gob@bluthcompany.biz,1203.46,186.0
New Jersey,48.0,Andy B.,andy@dundermifflin.com,1198.9299999999998,187.0
New Jersey,115.0,Gayle,gayle@bobsburgers.rest,1190.66,188.0
New Jersey,17.0,Mike E.,mike@lospolloshermanos.biz,1189.0900000000001,189.0
New Jersey,356.0,Shelly Johnson,shelly@twinpeaks.wa,1177.38,190.0
New Jersey,419.0,Count von Count,count@sesamestreet.org,1173.87,191.0
New Jersey,247.0,Chidi Anagonye,chidi@thegoodplace.afterlife,1168.73,192.0
New Jersey,99.0,Trent Lane,trent@lawndale.high,1162.74,193.0
New Jersey,515.0,Isabella G.,isabella@danvillekids.com,1156.07,194.0
New Jersey,208.0,Philip Banks,unclephil@banksresidence.la,1152.2099999999998,195.0
New Jersey,444.0,Charlotte York,charlotte@manhattan.nyc,1150.8999999999999,196.0
New Jersey,239.0,Tasha Jefferson,tastyee@litchfield.pen,1144.48,197.0
New Jersey,321.0,Serenity,serenity@serenity.ship,1140.87,198.0
New Jersey,46.0,Kevin M.,kevin@dundermifflin.com,1140.74,199.0
New Jersey,469.0,Marlo Stanfield,marlo@westbaltimore.net,1138.08,200.0
New Jersey,152.0,Marion C.,marion@arnoldsdrivein.diner,1133.9,201.0
New Jersey,465.0,Bunk Moreland,bunk@westbaltimore.net,1129.19,202.0
New Jersey,44.0,Dwight Schrute,dwight@dundermifflin.com,1126.98,203.0
New Jersey,273.0,Lucille Bluth,lucille@bluthcompany.biz,1126.78,204.0
New Jersey,336.0,Hugo Reyes,hurley@dharma.initiative,1116.8799999999999,205.0
New Jersey,207.0,Carlton B.,carlton@banksresidence.la,1115.59,206.0
New Jersey,58.0,Tom H.,tom@pawnee.gov,1110.94,207.0
New Jersey,53.0,Dustin H.,dustin@hawkins.ind,1104.45,208.0
New Jersey,313.0,Zoe Washburne,zoe@serenity.ship,1100.1100000000001,209.0
New Jersey,268.0,Lindsay F.,lindsay@bluthcompany.biz,1092.3600000000001,210.0
New Jersey,8.0,Janice,ohmygod@centralperk.coffee,1090.93,211.0
New Jersey,297.0,Kira Nerys,kira@ds9.starfleet,1090.8799999999999,212.0
New Jersey,270.0,George Michael,gmichael@bluthcompany.biz,1080.4099999999999,213.0
New Jersey,492.0,Lucy Ricardo,lucy@ricardoproductions.tv,1062.75,214.0
New Jersey,23.0,Tyrion L.,theimp@westeros.kingdom,1042.97,215.0
New Jersey,405.0,Shiv Roy,shiv@waystarroyco.com,1037.1,216.0
New Jersey,265.0,Beatrice Horseman,beatrice@hollywoo.net,1029.94,217.0
New Jersey,237.0,Alex Vause,alex@litchfield.pen,1013.52,218.0
New Jersey,353.0,Laura Palmer,laura@twinpeaks.wa,1009.52,219.0
New Jersey,415.0,Oscar the Grouch,oscar@sesamestreet.org,999.9200000000001,220.0
New Jersey,146.0,Richie C.,richie@arnoldsdrivein.diner,999.0699999999999,221.0
New Jersey,100.0,Kevin T.,kevin@lawndale.high,998.25,222.0
New Jersey,215.0,Lisa W.,lisa@banksresidence.la,991.57,223.0
New Jersey,153.0,Chachi A.,chachi@arnoldsdrivein.diner,978.37,224.0
New Jersey,222.0,Richard Webber,webber@seattlegrace.med,949.0,225.0
New Jersey,232.0,James Doakes,doakes@miamimetro.gov,946.61,226.0
New Jersey,93.0,Stan Walker,stan@willandgrace.nyc,934.45,227.0
New Jersey,349.0,Fezco,fez@easthighland.high,924.82,228.0
New Jersey,292.0,Beverly Crusher,crusher@enterprise.starfleet,921.74,229.0
New Jersey,269.0,Buster Bluth,buster@bluthcompany.biz,920.0000000000001,230.0
New Jersey,435.0,Kramer,kramer@vandelayindustries.com,913.47,231.0
New Jersey,242.0,Lorna Morello,lorna@litchfield.pen,911.9599999999999,232.0
New Jersey,462.0,Jimmy McNulty,mcnulty@westbaltimore.net,911.4100000000001,233.0
New Jersey,348.0,Kat Hernandez,kat@easthighland.high,910.7800000000001,234.0
New Jersey,129.0,Jason Morgan,jason@generalhospital.med,901.99,235.0
New Jersey,346.0,Cassie Howard,cassie@easthighland.high,891.69,236.0
New Jersey,272.0,Tobias Funke,tobias@bluthcompany.biz,891.51,237.0
New Jersey,335.0,John Locke,locke@dharma.initiative,890.84,238.0
New Jersey,304.0,Xander Harris,xander@sunnydale.high,886.1700000000001,239.0
New Jersey,266.0,Michael Bluth,michael@bluthcompany.biz,884.26,240.0
New Jersey,324.0,Walter Skinner,skinner@fbi.gov,882.3700000000001,241.0
New Jersey,130.0,Carly C.,carly@generalhospital.med,881.41,242.0
New Jersey,4.0,Chandler Bing,chandlerb@centralperk.coffee,879.99,243.0
New Jersey,282.0,Lady Trieu,trieu@keenecounty.police,876.68,244.0
New Jersey,410.0,Marcia Roy,marcia@waystarroyco.com,871.36,245.0
New Jersey,400.0,K. McClanahan,katherine@goldengirls.house,856.27,246.0
New Jersey,483.0,Peggy Olson,peggy@sterlingcooper.com,852.6800000000001,247.0
New Jersey,354.0,Audrey Horne,audrey@twinpeaks.wa,846.2100000000002,248.0
New Jersey,470.0,Bubbles,bubbles@westbaltimore.net,840.94,249.0
New Jersey,255.0,Bad Janet,badjanet@thegoodplace.afterlife,831.05,250.0
New Jersey,362.0,Wednesday Addams,wednesday@nevermore.academy,828.05,251.0
New Jersey,225.0,April Kepner,april@seattlegrace.med,824.83,252.0
New Jersey,484.0,Roger Sterling,roger@sterlingcooper.com,819.25,253.0
New Jersey,448.0,Steve Brady,steve@manhattan.nyc,814.0799999999999,254.0
New Jersey,179.0,Thomas M.,tommy@wzhup.det,793.94,255.0
New Jersey,19.0,Todd,todd@lospolloshermanos.biz,793.37,256.0
